"name","platform","day_only","variable","value"
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-20,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-23,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-24,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-25,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-26,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-27,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Facebook",2021-02-28,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Facebook",2021-03-01,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Facebook",2021-03-02,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Facebook",2021-03-03,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Facebook",2021-03-04,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Facebook",2021-03-05,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Facebook",2021-03-06,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Facebook",2021-03-07,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Facebook",2021-03-08,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Facebook",2021-03-10,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Facebook",2021-03-11,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-03,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-04,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-06,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-07,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-08,"Number of Messages",5
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-12,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-13,"Number of Messages",8
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-15,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-16,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-18,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-19,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-20,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-21,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-23,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-24,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-25,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-26,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-27,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-28,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-29,"Number of Messages",8
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-30,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-01-31,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-01,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-02,"Number of Messages",5
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-03,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-04,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-05,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-07,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-08,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-09,"Number of Messages",7
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-10,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-12,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-13,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-14,"Number of Messages",4
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-15,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-17,"Number of Messages",4
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-18,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-19,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-20,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-21,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-22,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-23,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-24,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-25,"Number of Messages",5
"Lilianne Ploumen
(PvdA)","Twitter",2021-02-26,"Number of Messages",1
"Lilianne Ploumen
(PvdA)","Twitter",2021-03-01,"Number of Messages",3
"Lilianne Ploumen
(PvdA)","Twitter",2021-03-02,"Number of Messages",4
"Lilianne Ploumen
(PvdA)","Twitter",2021-03-03,"Number of Messages",5
"Lilianne Ploumen
(PvdA)","Twitter",2021-03-04,"Number of Messages",11
"Lilianne Ploumen
(PvdA)","Twitter",2021-03-05,"Number of Messages",4
"Lilianne Ploumen
(PvdA)","Twitter",2021-03-06,"Number of Messages",4
"Lilianne Ploumen
(PvdA)","Twitter",2021-03-07,"Number of Messages",2
"Lilianne Ploumen
(PvdA)","Twitter",2021-03-08,"Number of Messages",2
"Mark Rutte
(VVD)","Facebook",2021-01-08,"Number of Messages",1
"Mark Rutte
(VVD)","Facebook",2021-01-12,"Number of Messages",3
"Mark Rutte
(VVD)","Facebook",2021-01-14,"Number of Messages",1
"Mark Rutte
(VVD)","Facebook",2021-01-15,"Number of Messages",3
"Mark Rutte
(VVD)","Facebook",2021-01-20,"Number of Messages",4
"Mark Rutte
(VVD)","Facebook",2021-01-21,"Number of Messages",2
"Mark Rutte
(VVD)","Facebook",2021-01-22,"Number of Messages",1
"Mark Rutte
(VVD)","Facebook",2021-01-25,"Number of Messages",2
"Mark Rutte
(VVD)","Facebook",2021-01-27,"Number of Messages",2
"Mark Rutte
(VVD)","Facebook",2021-01-28,"Number of Messages",2
"Mark Rutte
(VVD)","Facebook",2021-01-29,"Number of Messages",2
"Mark Rutte
(VVD)","Facebook",2021-01-31,"Number of Messages",2
"Mark Rutte
(VVD)","Facebook",2021-02-01,"Number of Messages",1
"Mark Rutte
(VVD)","Facebook",2021-02-02,"Number of Messages",6
"Mark Rutte
(VVD)","Facebook",2021-02-05,"Number of Messages",1
"Mark Rutte
(VVD)","Facebook",2021-02-08,"Number of Messages",1
"Mark Rutte
(VVD)","Facebook",2021-02-10,"Number of Messages",2
"Mark Rutte
(VVD)","Facebook",2021-02-11,"Number of Messages",1
"Mark Rutte
(VVD)","Facebook",2021-02-12,"Number of Messages",2
"Mark Rutte
(VVD)","Facebook",2021-02-16,"Number of Messages",3
"Mark Rutte
(VVD)","Facebook",2021-02-23,"Number of Messages",4
"Mark Rutte
(VVD)","Facebook",2021-02-25,"Number of Messages",1
"Mark Rutte
(VVD)","Facebook",2021-03-08,"Number of Messages",4
"Mark Rutte
(VVD)","Twitter",2021-01-05,"Number of Messages",1
"Mark Rutte
(VVD)","Twitter",2021-01-06,"Number of Messages",1
"Mark Rutte
(VVD)","Twitter",2021-01-08,"Number of Messages",3
"Mark Rutte
(VVD)","Twitter",2021-01-11,"Number of Messages",2
"Mark Rutte
(VVD)","Twitter",2021-01-12,"Number of Messages",4
"Mark Rutte
(VVD)","Twitter",2021-01-13,"Number of Messages",3
"Mark Rutte
(VVD)","Twitter",2021-01-14,"Number of Messages",3
"Mark Rutte
(VVD)","Twitter",2021-01-15,"Number of Messages",4
"Mark Rutte
(VVD)","Twitter",2021-01-18,"Number of Messages",1
"Mark Rutte
(VVD)","Twitter",2021-01-19,"Number of Messages",1
"Mark Rutte
(VVD)","Twitter",2021-01-20,"Number of Messages",7
"Mark Rutte
(VVD)","Twitter",2021-01-21,"Number of Messages",6
"Mark Rutte
(VVD)","Twitter",2021-01-22,"Number of Messages",3
"Mark Rutte
(VVD)","Twitter",2021-01-25,"Number of Messages",6
"Mark Rutte
(VVD)","Twitter",2021-01-26,"Number of Messages",2
"Mark Rutte
(VVD)","Twitter",2021-01-27,"Number of Messages",12
"Mark Rutte
(VVD)","Twitter",2021-01-28,"Number of Messages",5
"Mark Rutte
(VVD)","Twitter",2021-01-29,"Number of Messages",5
"Mark Rutte
(VVD)","Twitter",2021-01-31,"Number of Messages",4
"Mark Rutte
(VVD)","Twitter",2021-02-01,"Number of Messages",2
"Mark Rutte
(VVD)","Twitter",2021-02-02,"Number of Messages",6
"Mark Rutte
(VVD)","Twitter",2021-02-04,"Number of Messages",5
"Mark Rutte
(VVD)","Twitter",2021-02-05,"Number of Messages",3
"Mark Rutte
(VVD)","Twitter",2021-02-08,"Number of Messages",1
"Mark Rutte
(VVD)","Twitter",2021-02-09,"Number of Messages",1
"Mark Rutte
(VVD)","Twitter",2021-02-10,"Number of Messages",4
"Mark Rutte
(VVD)","Twitter",2021-02-11,"Number of Messages",2
"Mark Rutte
(VVD)","Twitter",2021-02-12,"Number of Messages",3
"Mark Rutte
(VVD)","Twitter",2021-02-15,"Number of Messages",6
"Mark Rutte
(VVD)","Twitter",2021-02-16,"Number of Messages",4
"Mark Rutte
(VVD)","Twitter",2021-02-17,"Number of Messages",2
"Mark Rutte
(VVD)","Twitter",2021-02-18,"Number of Messages",1
"Mark Rutte
(VVD)","Twitter",2021-02-23,"Number of Messages",4
"Mark Rutte
(VVD)","Twitter",2021-02-24,"Number of Messages",1
"Mark Rutte
(VVD)","Twitter",2021-02-25,"Number of Messages",4
"Mark Rutte
(VVD)","Twitter",2021-02-26,"Number of Messages",2
"Mark Rutte
(VVD)","Twitter",2021-03-07,"Number of Messages",1
"Mark Rutte
(VVD)","Twitter",2021-03-08,"Number of Messages",4
"Sigird Kaag
(D66)","Facebook",2021-01-05,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-01-07,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-01-12,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-01-13,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-01-14,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-01-15,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-01-20,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-02-23,"Number of Messages",2
"Sigird Kaag
(D66)","Facebook",2021-02-24,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-02-25,"Number of Messages",2
"Sigird Kaag
(D66)","Facebook",2021-02-26,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-02-27,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-03-02,"Number of Messages",2
"Sigird Kaag
(D66)","Facebook",2021-03-03,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-03-04,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-03-05,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-03-06,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-03-07,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-03-08,"Number of Messages",1
"Sigird Kaag
(D66)","Facebook",2021-03-09,"Number of Messages",2
"Sigird Kaag
(D66)","Facebook",2021-03-11,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-01-01,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-01-06,"Number of Messages",3
"Sigird Kaag
(D66)","Twitter",2021-01-07,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-01-08,"Number of Messages",3
"Sigird Kaag
(D66)","Twitter",2021-01-09,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-01-11,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-01-12,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-01-14,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-01-15,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-01-18,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-01-20,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-01-21,"Number of Messages",4
"Sigird Kaag
(D66)","Twitter",2021-01-24,"Number of Messages",3
"Sigird Kaag
(D66)","Twitter",2021-01-25,"Number of Messages",6
"Sigird Kaag
(D66)","Twitter",2021-01-26,"Number of Messages",3
"Sigird Kaag
(D66)","Twitter",2021-01-27,"Number of Messages",4
"Sigird Kaag
(D66)","Twitter",2021-01-28,"Number of Messages",4
"Sigird Kaag
(D66)","Twitter",2021-01-29,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-02-01,"Number of Messages",3
"Sigird Kaag
(D66)","Twitter",2021-02-02,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-02-04,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-02-05,"Number of Messages",6
"Sigird Kaag
(D66)","Twitter",2021-02-08,"Number of Messages",5
"Sigird Kaag
(D66)","Twitter",2021-02-09,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-02-10,"Number of Messages",5
"Sigird Kaag
(D66)","Twitter",2021-02-11,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-02-12,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-02-13,"Number of Messages",3
"Sigird Kaag
(D66)","Twitter",2021-02-15,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-02-17,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-02-18,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-02-19,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-02-21,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-02-22,"Number of Messages",3
"Sigird Kaag
(D66)","Twitter",2021-02-23,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-02-25,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-02-26,"Number of Messages",3
"Sigird Kaag
(D66)","Twitter",2021-02-27,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-02-28,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-03-01,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-03-02,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-03-03,"Number of Messages",1
"Sigird Kaag
(D66)","Twitter",2021-03-04,"Number of Messages",3
"Sigird Kaag
(D66)","Twitter",2021-03-05,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-03-06,"Number of Messages",3
"Sigird Kaag
(D66)","Twitter",2021-03-07,"Number of Messages",2
"Sigird Kaag
(D66)","Twitter",2021-03-08,"Number of Messages",6
"Thierry Baudet
(FvD)","Facebook",2021-01-01,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-02,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-03,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-01-04,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-01-05,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-06,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-09,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-12,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-01-13,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-14,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-01-15,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-16,"Number of Messages",3
"Thierry Baudet
(FvD)","Facebook",2021-01-17,"Number of Messages",6
"Thierry Baudet
(FvD)","Facebook",2021-01-18,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-19,"Number of Messages",3
"Thierry Baudet
(FvD)","Facebook",2021-01-20,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-01-21,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-01-22,"Number of Messages",4
"Thierry Baudet
(FvD)","Facebook",2021-01-23,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-24,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-26,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-01-27,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-28,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-29,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-01-31,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-02-02,"Number of Messages",3
"Thierry Baudet
(FvD)","Facebook",2021-02-03,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-02-04,"Number of Messages",4
"Thierry Baudet
(FvD)","Facebook",2021-02-06,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-02-07,"Number of Messages",3
"Thierry Baudet
(FvD)","Facebook",2021-02-08,"Number of Messages",4
"Thierry Baudet
(FvD)","Facebook",2021-02-09,"Number of Messages",3
"Thierry Baudet
(FvD)","Facebook",2021-02-10,"Number of Messages",3
"Thierry Baudet
(FvD)","Facebook",2021-02-11,"Number of Messages",6
"Thierry Baudet
(FvD)","Facebook",2021-02-12,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-02-13,"Number of Messages",3
"Thierry Baudet
(FvD)","Facebook",2021-02-14,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-02-15,"Number of Messages",1
"Thierry Baudet
(FvD)","Facebook",2021-02-17,"Number of Messages",5
"Thierry Baudet
(FvD)","Facebook",2021-02-18,"Number of Messages",4
"Thierry Baudet
(FvD)","Facebook",2021-02-19,"Number of Messages",5
"Thierry Baudet
(FvD)","Facebook",2021-02-20,"Number of Messages",5
"Thierry Baudet
(FvD)","Facebook",2021-02-21,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-02-22,"Number of Messages",3
"Thierry Baudet
(FvD)","Facebook",2021-02-23,"Number of Messages",6
"Thierry Baudet
(FvD)","Facebook",2021-02-24,"Number of Messages",7
"Thierry Baudet
(FvD)","Facebook",2021-02-25,"Number of Messages",3
"Thierry Baudet
(FvD)","Facebook",2021-02-26,"Number of Messages",3
"Thierry Baudet
(FvD)","Facebook",2021-02-27,"Number of Messages",6
"Thierry Baudet
(FvD)","Facebook",2021-02-28,"Number of Messages",6
"Thierry Baudet
(FvD)","Facebook",2021-03-01,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-03-02,"Number of Messages",2
"Thierry Baudet
(FvD)","Facebook",2021-03-03,"Number of Messages",6
"Thierry Baudet
(FvD)","Facebook",2021-03-04,"Number of Messages",5
"Thierry Baudet
(FvD)","Facebook",2021-03-05,"Number of Messages",7
"Thierry Baudet
(FvD)","Facebook",2021-03-06,"Number of Messages",7
"Thierry Baudet
(FvD)","Facebook",2021-03-07,"Number of Messages",9
"Thierry Baudet
(FvD)","Facebook",2021-03-08,"Number of Messages",8
"Thierry Baudet
(FvD)","Facebook",2021-03-10,"Number of Messages",1
"Thierry Baudet
(FvD)","Twitter",2021-01-01,"Number of Messages",9
"Thierry Baudet
(FvD)","Twitter",2021-01-02,"Number of Messages",13
"Thierry Baudet
(FvD)","Twitter",2021-01-03,"Number of Messages",21
"Thierry Baudet
(FvD)","Twitter",2021-01-04,"Number of Messages",6
"Thierry Baudet
(FvD)","Twitter",2021-01-05,"Number of Messages",5
"Thierry Baudet
(FvD)","Twitter",2021-01-06,"Number of Messages",13
"Thierry Baudet
(FvD)","Twitter",2021-01-07,"Number of Messages",9
"Thierry Baudet
(FvD)","Twitter",2021-01-08,"Number of Messages",2
"Thierry Baudet
(FvD)","Twitter",2021-01-09,"Number of Messages",12
"Thierry Baudet
(FvD)","Twitter",2021-01-10,"Number of Messages",21
"Thierry Baudet
(FvD)","Twitter",2021-01-11,"Number of Messages",24
"Thierry Baudet
(FvD)","Twitter",2021-01-12,"Number of Messages",21
"Thierry Baudet
(FvD)","Twitter",2021-01-13,"Number of Messages",17
"Thierry Baudet
(FvD)","Twitter",2021-01-14,"Number of Messages",14
"Thierry Baudet
(FvD)","Twitter",2021-01-15,"Number of Messages",13
"Thierry Baudet
(FvD)","Twitter",2021-01-16,"Number of Messages",23
"Thierry Baudet
(FvD)","Twitter",2021-01-17,"Number of Messages",14
"Thierry Baudet
(FvD)","Twitter",2021-01-18,"Number of Messages",6
"Thierry Baudet
(FvD)","Twitter",2021-01-19,"Number of Messages",20
"Thierry Baudet
(FvD)","Twitter",2021-01-20,"Number of Messages",18
"Thierry Baudet
(FvD)","Twitter",2021-01-21,"Number of Messages",20
"Thierry Baudet
(FvD)","Twitter",2021-01-22,"Number of Messages",26
"Thierry Baudet
(FvD)","Twitter",2021-01-23,"Number of Messages",13
"Thierry Baudet
(FvD)","Twitter",2021-01-24,"Number of Messages",12
"Thierry Baudet
(FvD)","Twitter",2021-01-25,"Number of Messages",24
"Thierry Baudet
(FvD)","Twitter",2021-01-26,"Number of Messages",14
"Thierry Baudet
(FvD)","Twitter",2021-01-27,"Number of Messages",12
"Thierry Baudet
(FvD)","Twitter",2021-01-28,"Number of Messages",13
"Thierry Baudet
(FvD)","Twitter",2021-01-29,"Number of Messages",19
"Thierry Baudet
(FvD)","Twitter",2021-01-30,"Number of Messages",7
"Thierry Baudet
(FvD)","Twitter",2021-01-31,"Number of Messages",18
"Thierry Baudet
(FvD)","Twitter",2021-02-01,"Number of Messages",16
"Thierry Baudet
(FvD)","Twitter",2021-02-02,"Number of Messages",23
"Thierry Baudet
(FvD)","Twitter",2021-02-03,"Number of Messages",42
"Thierry Baudet
(FvD)","Twitter",2021-02-04,"Number of Messages",28
"Thierry Baudet
(FvD)","Twitter",2021-02-05,"Number of Messages",24
"Thierry Baudet
(FvD)","Twitter",2021-02-06,"Number of Messages",31
"Thierry Baudet
(FvD)","Twitter",2021-02-07,"Number of Messages",25
"Thierry Baudet
(FvD)","Twitter",2021-02-08,"Number of Messages",31
"Thierry Baudet
(FvD)","Twitter",2021-02-09,"Number of Messages",68
"Thierry Baudet
(FvD)","Twitter",2021-02-10,"Number of Messages",37
"Thierry Baudet
(FvD)","Twitter",2021-02-11,"Number of Messages",55
"Thierry Baudet
(FvD)","Twitter",2021-02-12,"Number of Messages",21
"Thierry Baudet
(FvD)","Twitter",2021-02-13,"Number of Messages",24
"Thierry Baudet
(FvD)","Twitter",2021-02-14,"Number of Messages",24
"Thierry Baudet
(FvD)","Twitter",2021-02-15,"Number of Messages",24
"Thierry Baudet
(FvD)","Twitter",2021-02-16,"Number of Messages",25
"Thierry Baudet
(FvD)","Twitter",2021-02-17,"Number of Messages",35
"Thierry Baudet
(FvD)","Twitter",2021-02-18,"Number of Messages",65
"Thierry Baudet
(FvD)","Twitter",2021-02-19,"Number of Messages",45
"Thierry Baudet
(FvD)","Twitter",2021-02-20,"Number of Messages",74
"Thierry Baudet
(FvD)","Twitter",2021-02-21,"Number of Messages",52
"Thierry Baudet
(FvD)","Twitter",2021-02-22,"Number of Messages",41
"Thierry Baudet
(FvD)","Twitter",2021-02-23,"Number of Messages",42
"Thierry Baudet
(FvD)","Twitter",2021-02-24,"Number of Messages",43
"Thierry Baudet
(FvD)","Twitter",2021-02-25,"Number of Messages",36
"Thierry Baudet
(FvD)","Twitter",2021-02-26,"Number of Messages",28
"Thierry Baudet
(FvD)","Twitter",2021-02-27,"Number of Messages",63
"Thierry Baudet
(FvD)","Twitter",2021-02-28,"Number of Messages",59
"Thierry Baudet
(FvD)","Twitter",2021-03-01,"Number of Messages",44
"Thierry Baudet
(FvD)","Twitter",2021-03-02,"Number of Messages",49
"Thierry Baudet
(FvD)","Twitter",2021-03-03,"Number of Messages",56
"Thierry Baudet
(FvD)","Twitter",2021-03-04,"Number of Messages",55
"Thierry Baudet
(FvD)","Twitter",2021-03-05,"Number of Messages",47
"Thierry Baudet
(FvD)","Twitter",2021-03-06,"Number of Messages",71
"Thierry Baudet
(FvD)","Twitter",2021-03-07,"Number of Messages",69
"Thierry Baudet
(FvD)","Twitter",2021-03-08,"Number of Messages",60
"Thierry Baudet
(FvD)","Twitter",2021-03-09,"Number of Messages",30
"Wopke Hoekstra
(CDA)","Facebook",2021-01-01,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-01-10,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-01-16,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-01-20,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-01-22,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-01-23,"Number of Messages",2
"Wopke Hoekstra
(CDA)","Facebook",2021-01-24,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-01-26,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-01-28,"Number of Messages",2
"Wopke Hoekstra
(CDA)","Facebook",2021-01-29,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-01-30,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-01-31,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-02,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-04,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-05,"Number of Messages",2
"Wopke Hoekstra
(CDA)","Facebook",2021-02-07,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-09,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-11,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-12,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-13,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-14,"Number of Messages",2
"Wopke Hoekstra
(CDA)","Facebook",2021-02-15,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-16,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-18,"Number of Messages",2
"Wopke Hoekstra
(CDA)","Facebook",2021-02-21,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-22,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-23,"Number of Messages",2
"Wopke Hoekstra
(CDA)","Facebook",2021-02-25,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-26,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-02-27,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-03-01,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-03-02,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-03-03,"Number of Messages",2
"Wopke Hoekstra
(CDA)","Facebook",2021-03-04,"Number of Messages",1
"Wopke Hoekstra
(CDA)","Facebook",2021-03-05,"Number of Messages",2
"Wopke Hoekstra
(CDA)","Facebook",2021-03-06,"Number of Messages",2
"Wopke Hoekstra
(CDA)","Facebook",2021-03-07,"Number of Messages",4
