wave,education,name,value,id
0,Hoog opgeleid,Politici maken zich niet druk om mensen zoals ik,3.5165876777251186,Legitimiteit van Politiek
0,Hoog opgeleid,Politici zijn alleen maar geïnteresseerd in mijn stem,3.5924170616113744,Legitimiteit van Politiek
0,Hoog opgeleid,Politici beloven meer dan ze kunnen waarmaken,3.691943127962085,Legitimiteit van Politiek
0,Hoog opgeleid,Kamerlid word je door je politieke vrienden,3.227488151658768,Legitimiteit van Politiek
0,Hoog opgeleid,De meeste politici zijn bekwame mensen die weten wat ze doen,2.9004739336492893,Legitimiteit van Politiek
0,Hoog opgeleid,Ik voel mij goed vertegenwoordigd door Nederlandse politici,2.6161137440758293,Legitimiteit van Politiek
0,Hoog opgeleid,Het sluiten van compromissen is het verraden van je principes,3.4123222748815167,Legitimiteit van Politiek
0,Hoog opgeleid,Een sterke regeringsleider is goed voor Nederland,3.5876777251184833,Legitimiteit van Politiek
0,Hoog opgeleid,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,3.3649289099526065,Legitimiteit van Politiek
0,Hoog opgeleid,Rechtspraak,4.990521327014218,Vertrouwen in Instituties
0,Hoog opgeleid,Journalistiek,4.672985781990521,Vertrouwen in Instituties
0,Hoog opgeleid,Regering,4.530805687203792,Vertrouwen in Instituties
0,Hoog opgeleid,Tweede Kamer,4.658767772511848,Vertrouwen in Instituties
0,Hoog opgeleid,Europese Unie,3.8483412322274884,Vertrouwen in Instituties
0,Hoog opgeleid,Politieke Partijen,4.194312796208531,Vertrouwen in Instituties
0,Hoog opgeleid,Politici,4.118483412322274,Vertrouwen in Instituties
0,Hoog opgeleid,Nederlandse Democratie,4.966824644549763,Vertrouwen in Instituties
0,Hoog opgeleid,Wetenschap,6,Vertrouwen in Instituties
0,Hoog opgeleid,Grote Bedrijven,4.246445497630332,Vertrouwen in Instituties
0,Hoog opgeleid,Banken,4.469194312796208,Vertrouwen in Instituties
0,Laag opgeleid,Politici maken zich niet druk om mensen zoals ik,3.0618436406067677,Legitimiteit van Politiek
0,Laag opgeleid,Politici zijn alleen maar geïnteresseerd in mijn stem,3.1960326721120187,Legitimiteit van Politiek
0,Laag opgeleid,Politici beloven meer dan ze kunnen waarmaken,3.7456242707117853,Legitimiteit van Politiek
0,Laag opgeleid,Kamerlid word je door je politieke vrienden,3.0898483080513417,Legitimiteit van Politiek
0,Laag opgeleid,De meeste politici zijn bekwame mensen die weten wat ze doen,3.2263710618436408,Legitimiteit van Politiek
0,Laag opgeleid,Ik voel mij goed vertegenwoordigd door Nederlandse politici,2.952158693115519,Legitimiteit van Politiek
0,Laag opgeleid,Het sluiten van compromissen is het verraden van je principes,2.7304550758459745,Legitimiteit van Politiek
0,Laag opgeleid,Een sterke regeringsleider is goed voor Nederland,3.249708284714119,Legitimiteit van Politiek
0,Laag opgeleid,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,2.7876312718786465,Legitimiteit van Politiek
0,Laag opgeleid,Rechtspraak,6.618266978922716,Vertrouwen in Instituties
0,Laag opgeleid,Journalistiek,5.598360655737705,Vertrouwen in Instituties
0,Laag opgeleid,Regering,5.660421545667448,Vertrouwen in Instituties
0,Laag opgeleid,Tweede Kamer,5.797423887587822,Vertrouwen in Instituties
0,Laag opgeleid,Europese Unie,5.343091334894614,Vertrouwen in Instituties
0,Laag opgeleid,Politieke Partijen,5.192037470725995,Vertrouwen in Instituties
0,Laag opgeleid,Politici,5.181498829039812,Vertrouwen in Instituties
0,Laag opgeleid,Nederlandse Democratie,6.317330210772834,Vertrouwen in Instituties
0,Laag opgeleid,Wetenschap,7.557377049180328,Vertrouwen in Instituties
0,Laag opgeleid,Grote Bedrijven,4.599531615925058,Vertrouwen in Instituties
0,Laag opgeleid,Banken,4.756440281030445,Vertrouwen in Instituties
0,Middel opgeleid,Politici maken zich niet druk om mensen zoals ik,3.380952380952381,Legitimiteit van Politiek
0,Middel opgeleid,Politici zijn alleen maar geïnteresseerd in mijn stem,3.4715447154471546,Legitimiteit van Politiek
0,Middel opgeleid,Politici beloven meer dan ze kunnen waarmaken,3.847851335656214,Legitimiteit van Politiek
0,Middel opgeleid,Kamerlid word je door je politieke vrienden,3.2009291521486642,Legitimiteit van Politiek
0,Middel opgeleid,De meeste politici zijn bekwame mensen die weten wat ze doen,3.011614401858304,Legitimiteit van Politiek
0,Middel opgeleid,Ik voel mij goed vertegenwoordigd door Nederlandse politici,2.722415795586527,Legitimiteit van Politiek
0,Middel opgeleid,Het sluiten van compromissen is het verraden van je principes,3.156794425087108,Legitimiteit van Politiek
0,Middel opgeleid,Een sterke regeringsleider is goed voor Nederland,3.5377468060394888,Legitimiteit van Politiek
0,Middel opgeleid,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,3.1289198606271778,Legitimiteit van Politiek
0,Middel opgeleid,Rechtspraak,5.715948777648428,Vertrouwen in Instituties
0,Middel opgeleid,Journalistiek,5.10360884749709,Vertrouwen in Instituties
0,Middel opgeleid,Regering,4.889406286379511,Vertrouwen in Instituties
0,Middel opgeleid,Tweede Kamer,5.0884749708963914,Vertrouwen in Instituties
0,Middel opgeleid,Europese Unie,4.428405122235157,Vertrouwen in Instituties
0,Middel opgeleid,Politieke Partijen,4.578579743888242,Vertrouwen in Instituties
0,Middel opgeleid,Politici,4.5227008149010475,Vertrouwen in Instituties
0,Middel opgeleid,Nederlandse Democratie,5.569266589057043,Vertrouwen in Instituties
0,Middel opgeleid,Wetenschap,6.653084982537835,Vertrouwen in Instituties
0,Middel opgeleid,Grote Bedrijven,4.6542491268917345,Vertrouwen in Instituties
0,Middel opgeleid,Banken,4.6670547147846335,Vertrouwen in Instituties
1,Hoog opgeleid,Politici maken zich niet druk om mensen zoals ik,3.5594405594405596,Legitimiteit van Politiek
1,Hoog opgeleid,Politici zijn alleen maar geïnteresseerd in mijn stem,3.5874125874125875,Legitimiteit van Politiek
1,Hoog opgeleid,Politici beloven meer dan ze kunnen waarmaken,3.965034965034965,Legitimiteit van Politiek
1,Hoog opgeleid,Kamerlid word je door je politieke vrienden,3.2937062937062938,Legitimiteit van Politiek
1,Hoog opgeleid,De meeste politici zijn bekwame mensen die weten wat ze doen,2.923076923076923,Legitimiteit van Politiek
1,Hoog opgeleid,Ik voel mij goed vertegenwoordigd door Nederlandse politici,2.5594405594405596,Legitimiteit van Politiek
1,Hoog opgeleid,Het sluiten van compromissen is het verraden van je principes,3.4125874125874125,Legitimiteit van Politiek
1,Hoog opgeleid,Een sterke regeringsleider is goed voor Nederland,3.5244755244755246,Legitimiteit van Politiek
1,Hoog opgeleid,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,3.3916083916083917,Legitimiteit van Politiek
1,Hoog opgeleid,Rechtspraak,5.160839160839161,Vertrouwen in Instituties
1,Hoog opgeleid,Journalistiek,5.083916083916084,Vertrouwen in Instituties
1,Hoog opgeleid,Regering,4.4825174825174825,Vertrouwen in Instituties
1,Hoog opgeleid,Tweede Kamer,4.671328671328672,Vertrouwen in Instituties
1,Hoog opgeleid,Europese Unie,3.979020979020979,Vertrouwen in Instituties
1,Hoog opgeleid,Politieke Partijen,4.230769230769231,Vertrouwen in Instituties
1,Hoog opgeleid,Politici,4.06993006993007,Vertrouwen in Instituties
1,Hoog opgeleid,Nederlandse Democratie,5.104895104895105,Vertrouwen in Instituties
1,Hoog opgeleid,Wetenschap,5.972027972027972,Vertrouwen in Instituties
1,Hoog opgeleid,Grote Bedrijven,4.433566433566433,Vertrouwen in Instituties
1,Hoog opgeleid,Banken,4.594405594405594,Vertrouwen in Instituties
1,Laag opgeleid,Politici maken zich niet druk om mensen zoals ik,3.0621359223300972,Legitimiteit van Politiek
1,Laag opgeleid,Politici zijn alleen maar geïnteresseerd in mijn stem,3.2155339805825243,Legitimiteit van Politiek
1,Laag opgeleid,Politici beloven meer dan ze kunnen waarmaken,3.8388349514563105,Legitimiteit van Politiek
1,Laag opgeleid,Kamerlid word je door je politieke vrienden,3.07378640776699,Legitimiteit van Politiek
1,Laag opgeleid,De meeste politici zijn bekwame mensen die weten wat ze doen,3.2194174757281555,Legitimiteit van Politiek
1,Laag opgeleid,Ik voel mij goed vertegenwoordigd door Nederlandse politici,2.9300970873786407,Legitimiteit van Politiek
1,Laag opgeleid,Het sluiten van compromissen is het verraden van je principes,2.7650485436893204,Legitimiteit van Politiek
1,Laag opgeleid,Een sterke regeringsleider is goed voor Nederland,3.2563106796116505,Legitimiteit van Politiek
1,Laag opgeleid,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,2.7941747572815534,Legitimiteit van Politiek
1,Laag opgeleid,Rechtspraak,6.916504854368932,Vertrouwen in Instituties
1,Laag opgeleid,Journalistiek,5.963106796116505,Vertrouwen in Instituties
1,Laag opgeleid,Regering,5.745631067961165,Vertrouwen in Instituties
1,Laag opgeleid,Tweede Kamer,6.048543689320389,Vertrouwen in Instituties
1,Laag opgeleid,Europese Unie,5.662135922330097,Vertrouwen in Instituties
1,Laag opgeleid,Politieke Partijen,5.3359223300970875,Vertrouwen in Instituties
1,Laag opgeleid,Politici,5.275728155339806,Vertrouwen in Instituties
1,Laag opgeleid,Nederlandse Democratie,6.710679611650486,Vertrouwen in Instituties
1,Laag opgeleid,Wetenschap,7.739805825242718,Vertrouwen in Instituties
1,Laag opgeleid,Grote Bedrijven,4.58252427184466,Vertrouwen in Instituties
1,Laag opgeleid,Banken,4.633009708737864,Vertrouwen in Instituties
1,Middel opgeleid,Politici maken zich niet druk om mensen zoals ik,3.391843971631206,Legitimiteit van Politiek
1,Middel opgeleid,Politici zijn alleen maar geïnteresseerd in mijn stem,3.515957446808511,Legitimiteit van Politiek
1,Middel opgeleid,Politici beloven meer dan ze kunnen waarmaken,3.877659574468085,Legitimiteit van Politiek
1,Middel opgeleid,Kamerlid word je door je politieke vrienden,3.3333333333333335,Legitimiteit van Politiek
1,Middel opgeleid,De meeste politici zijn bekwame mensen die weten wat ze doen,2.980496453900709,Legitimiteit van Politiek
1,Middel opgeleid,Ik voel mij goed vertegenwoordigd door Nederlandse politici,2.7163120567375887,Legitimiteit van Politiek
1,Middel opgeleid,Het sluiten van compromissen is het verraden van je principes,3.234042553191489,Legitimiteit van Politiek
1,Middel opgeleid,Een sterke regeringsleider is goed voor Nederland,3.50354609929078,Legitimiteit van Politiek
1,Middel opgeleid,De belangrijkste politieke beslissingen moeten door het volk worden genoemen,3.175531914893617,Legitimiteit van Politiek
1,Middel opgeleid,Rechtspraak,5.824468085106383,Vertrouwen in Instituties
1,Middel opgeleid,Journalistiek,5.225177304964539,Vertrouwen in Instituties
1,Middel opgeleid,Regering,5.093971631205674,Vertrouwen in Instituties
1,Middel opgeleid,Tweede Kamer,5.207446808510638,Vertrouwen in Instituties
1,Middel opgeleid,Europese Unie,4.48936170212766,Vertrouwen in Instituties
1,Middel opgeleid,Politieke Partijen,4.629432624113475,Vertrouwen in Instituties
1,Middel opgeleid,Politici,4.49645390070922,Vertrouwen in Instituties
1,Middel opgeleid,Nederlandse Democratie,5.682624113475177,Vertrouwen in Instituties
1,Middel opgeleid,Wetenschap,6.609929078014185,Vertrouwen in Instituties
1,Middel opgeleid,Grote Bedrijven,4.471631205673759,Vertrouwen in Instituties
1,Middel opgeleid,Banken,4.3953900709219855,Vertrouwen in Instituties
