date,query,medium,n,id
2021-02-24,FvD,AD,2,krant
2021-02-24,FvD,NRC,1,krant
2021-02-24,FvD,De Telegraaf,3,krant
2021-02-24,FvD,Trouw,1,krant
2021-02-24,GL,AD,2,krant
2021-02-24,GL,NRC,4,krant
2021-02-24,GL,De Telegraaf,4,krant
2021-02-24,GL,Trouw,2,krant
2021-02-24,GL,de Volkskrant,1,krant
2021-02-24,PvdA,NRC,5,krant
2021-02-24,PvdA,De Telegraaf,2,krant
2021-02-24,PvdA,Trouw,2,krant
2021-02-24,PvdA,de Volkskrant,4,krant
2021-02-24,PvdD,AD,1,krant
2021-02-24,PvdD,NRC,1,krant
2021-02-24,PVV,NRC,1,krant
2021-02-24,PVV,de Volkskrant,1,krant
2021-02-24,SGP,AD,1,krant
2021-02-24,SGP,NRC,1,krant
2021-02-24,SP,AD,2,krant
2021-02-24,SP,NRC,3,krant
2021-02-24,SP,De Telegraaf,2,krant
2021-02-24,SP,Trouw,1,krant
2021-02-24,VVD,AD,6,krant
2021-02-24,VVD,NRC,6,krant
2021-02-24,VVD,De Telegraaf,7,krant
2021-02-24,VVD,Trouw,2,krant
2021-02-24,VVD,de Volkskrant,3,krant
2021-02-25,50Plus,NRC,1,krant
2021-02-25,50Plus,De Telegraaf,1,krant
2021-02-25,50Plus,Trouw,1,krant
2021-02-25,50Plus,de Volkskrant,2,krant
2021-02-25,CDA,AD,3,krant
2021-02-25,CDA,NRC,4,krant
2021-02-25,CDA,De Telegraaf,9,krant
2021-02-25,CDA,Trouw,3,krant
2021-02-25,CDA,de Volkskrant,6,krant
2021-02-25,CU,NRC,2,krant
2021-02-25,CU,Trouw,2,krant
2021-02-25,CU,de Volkskrant,3,krant
2021-02-25,D66,AD,4,krant
2021-02-25,D66,NRC,7,krant
2021-02-25,D66,De Telegraaf,2,krant
2021-02-25,D66,Trouw,5,krant
2021-02-25,D66,de Volkskrant,5,krant
2021-02-25,Denk,NA,0,NA
2021-02-25,FvD,AD,2,krant
2021-02-25,FvD,NRC,1,krant
2021-02-25,FvD,De Telegraaf,1,krant
2021-02-25,FvD,Trouw,1,krant
2021-02-25,FvD,de Volkskrant,3,krant
2021-02-25,GL,AD,1,krant
2021-02-25,GL,NRC,3,krant
2021-02-25,GL,De Telegraaf,3,krant
2021-02-25,GL,Trouw,3,krant
2021-02-25,GL,de Volkskrant,5,krant
2021-02-25,PvdA,AD,3,krant
2021-02-25,PvdA,NRC,2,krant
2021-02-25,PvdA,De Telegraaf,3,krant
2021-02-25,PvdA,Trouw,3,krant
2021-02-25,PvdA,de Volkskrant,6,krant
2021-02-25,PvdD,NA,0,NA
2021-02-25,PVV,AD,1,krant
2021-02-25,PVV,NRC,2,krant
2021-02-25,PVV,De Telegraaf,2,krant
2021-02-25,PVV,Trouw,1,krant
2021-02-25,PVV,de Volkskrant,2,krant
2021-02-25,SGP,NRC,1,krant
2021-02-25,SGP,De Telegraaf,1,krant
2021-02-25,SGP,Trouw,1,krant
2021-02-25,SGP,de Volkskrant,2,krant
2021-02-25,SP,AD,2,krant
2021-02-25,SP,NRC,2,krant
2021-02-25,SP,De Telegraaf,1,krant
2021-02-25,SP,Trouw,1,krant
2021-02-25,SP,de Volkskrant,4,krant
2021-02-25,VVD,AD,7,krant
2021-02-25,VVD,NRC,4,krant
2021-02-25,VVD,De Telegraaf,11,krant
2021-02-25,VVD,Trouw,5,krant
2021-02-25,VVD,de Volkskrant,5,krant
2021-02-26,50Plus,AD,1,krant
2021-02-26,50Plus,NRC,1,krant
2021-02-26,50Plus,Trouw,1,krant
2021-02-26,50Plus,de Volkskrant,2,krant
2021-02-26,CDA,AD,3,krant
2021-02-26,CDA,NRC,5,krant
2021-02-26,CDA,De Telegraaf,4,krant
2021-02-26,CDA,Trouw,5,krant
2021-02-26,CDA,de Volkskrant,8,krant
2021-02-26,CU,AD,3,krant
2021-02-26,CU,NRC,3,krant
2021-02-26,CU,De Telegraaf,3,krant
2021-02-26,CU,Trouw,4,krant
2021-02-26,CU,de Volkskrant,4,krant
2021-02-26,D66,AD,3,krant
2021-02-26,D66,NRC,3,krant
2021-02-26,D66,De Telegraaf,4,krant
2021-02-26,D66,Trouw,4,krant
2021-02-26,D66,de Volkskrant,6,krant
2021-02-26,Denk,NA,0,NA
2021-02-26,FvD,AD,1,krant
2021-02-26,FvD,NRC,4,krant
2021-02-26,FvD,De Telegraaf,1,krant
2021-02-26,FvD,Trouw,3,krant
2021-02-26,FvD,de Volkskrant,6,krant
2021-02-26,GL,AD,3,krant
2021-02-26,GL,NRC,2,krant
2021-02-26,GL,De Telegraaf,4,krant
2021-02-26,GL,Trouw,3,krant
2021-02-26,GL,de Volkskrant,5,krant
2021-02-26,PvdA,AD,1,krant
2021-02-26,PvdA,NRC,3,krant
2021-02-26,PvdA,Trouw,3,krant
2021-02-26,PvdA,de Volkskrant,4,krant
2021-02-26,PvdD,AD,1,krant
2021-02-26,PVV,AD,1,krant
2021-02-26,PVV,NRC,3,krant
2021-02-26,PVV,Trouw,2,krant
2021-02-26,PVV,de Volkskrant,4,krant
2021-02-26,SGP,NRC,1,krant
2021-02-26,SGP,de Volkskrant,2,krant
2021-02-26,SP,AD,1,krant
2021-02-26,SP,NRC,3,krant
2021-02-26,SP,De Telegraaf,1,krant
2021-02-26,SP,Trouw,6,krant
2021-02-26,SP,de Volkskrant,4,krant
2021-02-26,VVD,AD,6,krant
2021-02-26,VVD,NRC,8,krant
2021-02-26,VVD,De Telegraaf,3,krant
2021-02-26,VVD,Trouw,9,krant
2021-02-26,VVD,de Volkskrant,5,krant
2021-02-27,50Plus,AD,1,krant
2021-02-27,50Plus,NRC,2,krant
2021-02-27,50Plus,Trouw,3,krant
2021-02-27,50Plus,de Volkskrant,3,krant
2021-02-27,CDA,AD,5,krant
2021-02-27,CDA,NRC,7,krant
2021-02-27,CDA,De Telegraaf,4,krant
2021-02-27,CDA,Trouw,6,krant
2021-02-27,CDA,de Volkskrant,11,krant
2021-02-27,CU,AD,2,krant
2021-02-27,CU,NRC,2,krant
2021-02-27,CU,De Telegraaf,2,krant
2021-02-27,CU,Trouw,6,krant
2021-02-27,CU,de Volkskrant,5,krant
2021-02-27,D66,AD,4,krant
2021-02-27,D66,NRC,10,krant
2021-02-27,D66,De Telegraaf,3,krant
2021-02-27,D66,Trouw,7,krant
2021-02-27,D66,de Volkskrant,8,krant
2021-02-27,Denk,AD,1,krant
2021-02-27,Denk,NRC,1,krant
2021-02-27,Denk,de Volkskrant,1,krant
2021-02-27,FvD,AD,6,krant
2021-02-27,FvD,NRC,6,krant
2021-02-27,FvD,De Telegraaf,5,krant
2021-02-27,FvD,Trouw,5,krant
2021-02-27,FvD,de Volkskrant,9,krant
2021-02-27,GL,AD,2,krant
2021-02-27,GL,NRC,4,krant
2021-02-27,GL,De Telegraaf,5,krant
2021-02-27,GL,Trouw,6,krant
2021-02-27,GL,de Volkskrant,7,krant
2021-02-27,PvdA,AD,3,krant
2021-02-27,PvdA,NRC,7,krant
2021-02-27,PvdA,De Telegraaf,5,krant
2021-02-27,PvdA,Trouw,7,krant
2021-02-27,PvdA,de Volkskrant,9,krant
2021-02-27,PvdD,NRC,1,krant
2021-02-27,PvdD,De Telegraaf,1,krant
2021-02-27,PvdD,de Volkskrant,1,krant
2021-02-27,PVV,AD,2,krant
2021-02-27,PVV,NRC,5,krant
2021-02-27,PVV,De Telegraaf,4,krant
2021-02-27,PVV,Trouw,2,krant
2021-02-27,PVV,de Volkskrant,4,krant
2021-02-27,SGP,AD,1,krant
2021-02-27,SGP,NRC,1,krant
2021-02-27,SGP,Trouw,3,krant
2021-02-27,SGP,de Volkskrant,3,krant
2021-02-27,SP,AD,1,krant
2021-02-27,SP,NRC,3,krant
2021-02-27,SP,De Telegraaf,3,krant
2021-02-27,SP,Trouw,3,krant
2021-02-27,SP,de Volkskrant,7,krant
2021-02-27,VVD,AD,6,krant
2021-02-27,VVD,NRC,14,krant
2021-02-27,VVD,De Telegraaf,7,krant
2021-02-27,VVD,Trouw,6,krant
2021-02-27,VVD,de Volkskrant,9,krant
2021-01-25,50Plus,NA,0,NA
2021-01-25,CDA,NA,0,NA
2021-01-25,CU,NA,0,NA
2021-01-25,D66,NA,0,NA
2021-01-25,Denk,EenVandaag,1,tv
2021-01-25,FvD,EenVandaag,1,tv
2021-01-25,GL,EenVandaag,1,tv
2021-01-25,PvdA,NA,0,NA
2021-01-25,PvdD,EenVandaag,1,tv
2021-01-25,PVV,EenVandaag,1,tv
2021-01-25,SGP,NA,0,NA
2021-01-25,SP,NA,0,NA
2021-01-25,VVD,EenVandaag,1,tv
2021-01-26,50Plus,NA,0,NA
2021-01-26,CDA,EenVandaag,1,tv
2021-01-26,CU,NA,0,NA
2021-01-26,D66,NA,0,NA
2021-01-26,Denk,EenVandaag,1,tv
2021-01-26,FvD,EenVandaag,1,tv
2021-01-26,GL,NA,0,NA
2021-01-26,PvdA,EenVandaag,1,tv
2021-01-26,PvdD,EenVandaag,1,tv
2021-01-26,PVV,EenVandaag,1,tv
2021-01-26,SGP,NA,0,NA
2021-01-26,SP,NA,0,NA
2021-01-26,VVD,EenVandaag,1,tv
2021-01-27,50Plus,NA,0,NA
2021-01-27,CDA,NA,0,NA
2021-01-27,CU,NA,0,NA
2021-01-27,D66,NA,0,NA
2021-01-27,Denk,EenVandaag,1,tv
2021-01-27,FvD,NA,0,NA
2021-01-27,GL,NA,0,NA
2021-01-27,PvdA,NA,0,NA
2021-01-27,PvdD,EenVandaag,1,tv
2021-01-27,PVV,EenVandaag,1,tv
2021-01-27,SGP,NA,0,NA
2021-01-27,SP,NA,0,NA
2021-01-27,VVD,EenVandaag,1,tv
2021-01-28,50Plus,NA,0,NA
2021-01-28,CDA,NA,0,NA
2021-01-28,CU,NA,0,NA
2021-01-28,D66,EenVandaag,1,tv
2021-01-28,Denk,EenVandaag,1,tv
2021-01-28,FvD,NA,0,NA
2021-01-28,GL,NA,0,NA
2021-01-28,PvdA,NA,0,NA
2021-01-28,PvdD,EenVandaag,1,tv
2021-01-28,PVV,NA,0,NA
2021-01-28,SGP,NA,0,NA
2021-01-28,SP,NA,0,NA
2021-01-28,VVD,NA,0,NA
2021-01-29,50Plus,NA,0,NA
2021-01-29,CDA,EenVandaag,1,tv
2021-01-29,CU,NA,0,NA
2021-01-29,D66,NA,0,NA
2021-01-29,Denk,EenVandaag,1,tv
2021-01-29,FvD,NA,0,NA
2021-01-29,GL,NA,0,NA
2021-01-29,PvdA,NA,0,NA
2021-01-29,PvdD,EenVandaag,1,tv
2021-01-29,PVV,NA,0,NA
2021-01-29,SGP,NA,0,NA
2021-01-29,SP,NA,0,NA
2021-01-29,VVD,EenVandaag,1,tv
2021-01-30,50Plus,NA,0,NA
2021-01-30,CDA,NA,0,NA
2021-01-30,CU,NA,0,NA
2021-01-30,D66,NA,0,NA
2021-01-30,Denk,NA,0,NA
2021-01-30,FvD,NA,0,NA
2021-01-30,GL,NA,0,NA
2021-01-30,PvdA,NA,0,NA
2021-01-30,PvdD,NA,0,NA
2021-01-30,PVV,NA,0,NA
2021-01-30,SGP,NA,0,NA
2021-01-30,SP,NA,0,NA
2021-01-30,VVD,NA,0,NA
2021-01-31,50Plus,NA,0,NA
2021-01-31,CDA,NA,0,NA
2021-01-31,CU,NA,0,NA
2021-01-31,D66,NA,0,NA
2021-01-31,Denk,NA,0,NA
2021-01-31,FvD,NA,0,NA
2021-01-31,GL,NA,0,NA
2021-01-31,PvdA,NA,0,NA
2021-01-31,PvdD,NA,0,NA
2021-01-31,PVV,NA,0,NA
2021-01-31,SGP,NA,0,NA
2021-01-31,SP,NA,0,NA
2021-01-31,VVD,NA,0,NA
2021-02-01,50Plus,NA,0,NA
2021-02-01,CDA,NA,0,NA
2021-02-01,CU,NA,0,NA
2021-02-01,D66,NA,0,NA
2021-02-01,Denk,EenVandaag,1,tv
2021-02-01,FvD,NA,0,NA
2021-02-01,GL,NA,0,NA
2021-02-01,PvdA,NA,0,NA
2021-02-01,PvdD,EenVandaag,1,tv
2021-02-01,PVV,NA,0,NA
2021-02-01,SGP,NA,0,NA
2021-02-01,SP,NA,0,NA
2021-02-01,VVD,EenVandaag,1,tv
2021-02-02,50Plus,NA,0,NA
2021-02-02,CDA,NA,0,NA
2021-02-02,CU,NA,0,NA
2021-02-02,D66,NA,0,NA
2021-02-02,Denk,NA,0,NA
2021-02-02,FvD,NA,0,NA
2021-02-02,GL,NA,0,NA
2021-02-02,PvdA,NA,0,NA
2021-02-02,PvdD,NA,0,NA
2021-02-02,PVV,NA,0,NA
2021-02-02,SGP,NA,0,NA
2021-02-02,SP,NA,0,NA
2021-02-02,VVD,NA,0,NA
2021-02-03,50Plus,NA,0,NA
2021-02-03,CDA,NA,0,NA
2021-02-03,CU,NA,0,NA
2021-02-03,D66,NA,0,NA
2021-02-03,Denk,NA,0,NA
2021-02-03,FvD,NA,0,NA
2021-02-03,GL,NA,0,NA
2021-02-03,PvdA,NA,0,NA
2021-02-03,PvdD,NA,0,NA
2021-02-03,PVV,NA,0,NA
2021-02-03,SGP,NA,0,NA
2021-02-03,SP,NA,0,NA
2021-02-03,VVD,NA,0,NA
2021-02-04,50Plus,NA,0,NA
2021-02-04,CDA,EenVandaag,1,tv
2021-02-04,CU,NA,0,NA
2021-02-04,D66,EenVandaag,1,tv
2021-02-04,Denk,EenVandaag,1,tv
2021-02-04,FvD,NA,0,NA
2021-02-04,GL,EenVandaag,1,tv
2021-02-04,PvdA,NA,0,NA
2021-02-04,PvdD,EenVandaag,1,tv
2021-02-04,PVV,EenVandaag,1,tv
2021-02-04,SGP,NA,0,NA
2021-02-04,SP,EenVandaag,1,tv
2021-02-04,VVD,EenVandaag,1,tv
2021-02-05,50Plus,EenVandaag,1,tv
2021-02-05,CDA,EenVandaag,1,tv
2021-02-05,CU,EenVandaag,1,tv
2021-02-05,D66,NA,0,NA
2021-02-05,Denk,EenVandaag,1,tv
2021-02-05,FvD,EenVandaag,1,tv
2021-02-05,GL,EenVandaag,1,tv
2021-02-05,PvdA,NA,0,NA
2021-02-05,PvdD,EenVandaag,1,tv
2021-02-05,PVV,NA,0,NA
2021-02-05,SGP,EenVandaag,1,tv
2021-02-05,SP,NA,0,NA
2021-02-05,VVD,EenVandaag,1,tv
2021-02-06,50Plus,NA,0,NA
2021-02-06,CDA,NA,0,NA
2021-02-06,CU,NA,0,NA
2021-02-06,D66,EenVandaag,1,tv
2021-02-06,Denk,EenVandaag,1,tv
2021-02-06,FvD,NA,0,NA
2021-02-06,GL,NA,0,NA
2021-02-06,PvdA,NA,0,NA
2021-02-06,PvdD,EenVandaag,1,tv
2021-02-06,PVV,NA,0,NA
2021-02-06,SGP,NA,0,NA
2021-02-06,SP,NA,0,NA
2021-02-06,VVD,EenVandaag,1,tv
2021-02-07,50Plus,NA,0,NA
2021-02-07,CDA,NA,0,NA
2021-02-07,CU,NA,0,NA
2021-02-07,D66,NA,0,NA
2021-02-07,Denk,NA,0,NA
2021-02-07,FvD,NA,0,NA
2021-02-07,GL,NA,0,NA
2021-02-07,PvdA,NA,0,NA
2021-02-07,PvdD,NA,0,NA
2021-02-07,PVV,NA,0,NA
2021-02-07,SGP,NA,0,NA
2021-02-07,SP,NA,0,NA
2021-02-07,VVD,NA,0,NA
2021-02-08,50Plus,NA,0,NA
2021-02-08,CDA,EenVandaag,1,tv
2021-02-08,CU,EenVandaag,1,tv
2021-02-08,D66,EenVandaag,1,tv
2021-02-08,Denk,EenVandaag,1,tv
2021-02-08,FvD,EenVandaag,1,tv
2021-02-08,GL,NA,0,NA
2021-02-08,PvdA,NA,0,NA
2021-02-08,PvdD,EenVandaag,1,tv
2021-02-08,PVV,EenVandaag,1,tv
2021-02-08,SGP,NA,0,NA
2021-02-08,SP,NA,0,NA
2021-02-08,VVD,EenVandaag,1,tv
2021-02-09,50Plus,NA,0,NA
2021-02-09,CDA,NA,0,NA
2021-02-09,CU,NA,0,NA
2021-02-09,D66,NA,0,NA
2021-02-09,Denk,EenVandaag,1,tv
2021-02-09,FvD,EenVandaag,1,tv
2021-02-09,GL,NA,0,NA
2021-02-09,PvdA,NA,0,NA
2021-02-09,PvdD,EenVandaag,1,tv
2021-02-09,PVV,NA,0,NA
2021-02-09,SGP,NA,0,NA
2021-02-09,SP,NA,0,NA
2021-02-09,VVD,NA,0,NA
2021-02-10,50Plus,NA,0,NA
2021-02-10,CDA,NA,0,NA
2021-02-10,CU,NA,0,NA
2021-02-10,D66,NA,0,NA
2021-02-10,Denk,NA,0,NA
2021-02-10,FvD,NA,0,NA
2021-02-10,GL,NA,0,NA
2021-02-10,PvdA,NA,0,NA
2021-02-10,PvdD,NA,0,NA
2021-02-10,PVV,NA,0,NA
2021-02-10,SGP,NA,0,NA
2021-02-10,SP,NA,0,NA
2021-02-10,VVD,NA,0,NA
2021-02-11,50Plus,NA,0,NA
2021-02-11,CDA,NA,0,NA
2021-02-11,CU,NA,0,NA
2021-02-11,D66,NA,0,NA
2021-02-11,Denk,EenVandaag,1,tv
2021-02-11,FvD,NA,0,NA
2021-02-11,GL,EenVandaag,1,tv
2021-02-11,PvdA,NA,0,NA
2021-02-11,PvdD,EenVandaag,1,tv
2021-02-11,PVV,NA,0,NA
2021-02-11,SGP,NA,0,NA
2021-02-11,SP,NA,0,NA
2021-02-11,VVD,NA,0,NA
2021-02-12,50Plus,NA,0,NA
2021-02-12,CDA,NA,0,NA
2021-02-12,CU,NA,0,NA
2021-02-12,D66,NA,0,NA
2021-02-12,Denk,EenVandaag,1,tv
2021-02-12,FvD,EenVandaag,1,tv
2021-02-12,GL,EenVandaag,1,tv
2021-02-12,PvdA,EenVandaag,1,tv
2021-02-12,PvdD,EenVandaag,1,tv
2021-02-12,PVV,NA,0,NA
2021-02-12,SGP,NA,0,NA
2021-02-12,SP,EenVandaag,1,tv
2021-02-12,VVD,EenVandaag,1,tv
2021-02-13,50Plus,NA,0,NA
2021-02-13,CDA,NA,0,NA
2021-02-13,CU,NA,0,NA
2021-02-13,D66,EenVandaag,1,tv
2021-02-13,Denk,EenVandaag,1,tv
2021-02-13,FvD,NA,0,NA
2021-02-13,GL,NA,0,NA
2021-02-13,PvdA,NA,0,NA
2021-02-13,PvdD,EenVandaag,1,tv
2021-02-13,PVV,NA,0,NA
2021-02-13,SGP,NA,0,NA
2021-02-13,SP,NA,0,NA
2021-02-13,VVD,NA,0,NA
2021-02-14,50Plus,NA,0,NA
2021-02-14,CDA,NA,0,NA
2021-02-14,CU,NA,0,NA
2021-02-14,D66,NA,0,NA
2021-02-14,Denk,NA,0,NA
2021-02-14,FvD,NA,0,NA
2021-02-14,GL,NA,0,NA
2021-02-14,PvdA,NA,0,NA
2021-02-14,PvdD,NA,0,NA
2021-02-14,PVV,NA,0,NA
2021-02-14,SGP,NA,0,NA
2021-02-14,SP,NA,0,NA
2021-02-14,VVD,NA,0,NA
2021-02-15,50Plus,NA,0,NA
2021-02-15,CDA,NA,0,NA
2021-02-15,CU,NA,0,NA
2021-02-15,D66,NA,0,NA
2021-02-15,Denk,NA,0,NA
2021-02-15,FvD,NA,0,NA
2021-02-15,GL,NA,0,NA
2021-02-15,PvdA,NA,0,NA
2021-02-15,PvdD,NA,0,NA
2021-02-15,PVV,NA,0,NA
2021-02-15,SGP,NA,0,NA
2021-02-15,SP,NA,0,NA
2021-02-15,VVD,NA,0,NA
2021-02-16,50Plus,EenVandaag,1,tv
2021-02-16,CDA,EenVandaag,1,tv
2021-02-16,CU,NA,0,NA
2021-02-16,D66,EenVandaag,1,tv
2021-02-16,Denk,EenVandaag,1,tv
2021-02-16,FvD,EenVandaag,1,tv
2021-02-16,GL,NA,0,NA
2021-02-16,PvdA,EenVandaag,1,tv
2021-02-16,PvdD,EenVandaag,1,tv
2021-02-16,PVV,NA,0,NA
2021-02-16,SGP,EenVandaag,1,tv
2021-02-16,SP,NA,0,NA
2021-02-16,VVD,EenVandaag,1,tv
2021-02-17,50Plus,NA,0,NA
2021-02-17,CDA,NA,0,NA
2021-02-17,CU,NA,0,NA
2021-02-17,D66,EenVandaag,1,tv
2021-02-17,Denk,EenVandaag,1,tv
2021-02-17,FvD,NA,0,NA
2021-02-17,GL,NA,0,NA
2021-02-17,PvdA,NA,0,NA
2021-02-17,PvdD,EenVandaag,1,tv
2021-02-17,PVV,NA,0,NA
2021-02-17,SGP,NA,0,NA
2021-02-17,SP,NA,0,NA
2021-02-17,VVD,EenVandaag,1,tv
2021-02-18,50Plus,NA,0,NA
2021-02-18,CDA,NA,0,NA
2021-02-18,CU,NA,0,NA
2021-02-18,D66,NA,0,NA
2021-02-18,Denk,NA,0,NA
2021-02-18,FvD,NA,0,NA
2021-02-18,GL,NA,0,NA
2021-02-18,PvdA,NA,0,NA
2021-02-18,PvdD,NA,0,NA
2021-02-18,PVV,NA,0,NA
2021-02-18,SGP,NA,0,NA
2021-02-18,SP,NA,0,NA
2021-02-18,VVD,NA,0,NA
2021-02-19,50Plus,NA,0,NA
2021-02-19,CDA,EenVandaag,1,tv
2021-02-19,CU,NA,0,NA
2021-02-19,D66,NA,0,NA
2021-02-19,Denk,EenVandaag,1,tv
2021-02-19,FvD,EenVandaag,1,tv
2021-02-19,GL,EenVandaag,1,tv
2021-02-19,PvdA,NA,0,NA
2021-02-19,PvdD,EenVandaag,1,tv
2021-02-19,PVV,NA,0,NA
2021-02-19,SGP,EenVandaag,1,tv
2021-02-19,SP,EenVandaag,1,tv
2021-02-19,VVD,NA,0,NA
2021-02-20,50Plus,NA,0,NA
2021-02-20,CDA,NA,0,NA
2021-02-20,CU,NA,0,NA
2021-02-20,D66,NA,0,NA
2021-02-20,Denk,EenVandaag,1,tv
2021-02-20,FvD,NA,0,NA
2021-02-20,GL,EenVandaag,1,tv
2021-02-20,PvdA,NA,0,NA
2021-02-20,PvdD,EenVandaag,1,tv
2021-02-20,PVV,NA,0,NA
2021-02-20,SGP,NA,0,NA
2021-02-20,SP,NA,0,NA
2021-02-20,VVD,NA,0,NA
2021-02-21,50Plus,NA,0,NA
2021-02-21,CDA,NA,0,NA
2021-02-21,CU,NA,0,NA
2021-02-21,D66,NA,0,NA
2021-02-21,Denk,NA,0,NA
2021-02-21,FvD,NA,0,NA
2021-02-21,GL,NA,0,NA
2021-02-21,PvdA,NA,0,NA
2021-02-21,PvdD,NA,0,NA
2021-02-21,PVV,NA,0,NA
2021-02-21,SGP,NA,0,NA
2021-02-21,SP,NA,0,NA
2021-02-21,VVD,NA,0,NA
2021-02-22,50Plus,NA,0,NA
2021-02-22,CDA,NA,0,NA
2021-02-22,CU,NA,0,NA
2021-02-22,D66,NA,0,NA
2021-02-22,Denk,NA,0,NA
2021-02-22,FvD,NA,0,NA
2021-02-22,GL,NA,0,NA
2021-02-22,PvdA,NA,0,NA
2021-02-22,PvdD,NA,0,NA
2021-02-22,PVV,NA,0,NA
2021-02-22,SGP,NA,0,NA
2021-02-22,SP,NA,0,NA
2021-02-22,VVD,NA,0,NA
2021-02-23,50Plus,NA,0,NA
2021-02-23,CDA,NA,0,NA
2021-02-23,CU,NA,0,NA
2021-02-23,D66,NA,0,NA
2021-02-23,Denk,NA,0,NA
2021-02-23,FvD,NA,0,NA
2021-02-23,GL,NA,0,NA
2021-02-23,PvdA,NA,0,NA
2021-02-23,PvdD,NA,0,NA
2021-02-23,PVV,NA,0,NA
2021-02-23,SGP,NA,0,NA
2021-02-23,SP,NA,0,NA
2021-02-23,VVD,NA,0,NA
2021-02-24,50Plus,NA,0,NA
2021-02-24,CDA,NA,0,NA
2021-02-24,CU,NA,0,NA
2021-02-24,D66,NA,0,NA
2021-02-24,Denk,NA,0,NA
2021-02-24,FvD,NA,0,NA
2021-02-24,GL,NA,0,NA
2021-02-24,PvdA,NA,0,NA
2021-02-24,PvdD,NA,0,NA
2021-02-24,PVV,NA,0,NA
2021-02-24,SGP,NA,0,NA
2021-02-24,SP,NA,0,NA
2021-02-24,VVD,NA,0,NA
2021-02-25,50Plus,NA,0,NA
2021-02-25,CDA,NA,0,NA
2021-02-25,CU,NA,0,NA
2021-02-25,D66,NA,0,NA
2021-02-25,Denk,NA,0,NA
2021-02-25,FvD,NA,0,NA
2021-02-25,GL,NA,0,NA
2021-02-25,PvdA,NA,0,NA
2021-02-25,PvdD,NA,0,NA
2021-02-25,PVV,NA,0,NA
2021-02-25,SGP,NA,0,NA
2021-02-25,SP,NA,0,NA
2021-02-25,VVD,NA,0,NA
2021-02-26,50Plus,NA,0,NA
2021-02-26,CDA,NA,0,NA
2021-02-26,CU,NA,0,NA
2021-02-26,D66,NA,0,NA
2021-02-26,Denk,NA,0,NA
2021-02-26,FvD,NA,0,NA
2021-02-26,GL,NA,0,NA
2021-02-26,PvdA,NA,0,NA
2021-02-26,PvdD,NA,0,NA
2021-02-26,PVV,NA,0,NA
2021-02-26,SGP,NA,0,NA
2021-02-26,SP,NA,0,NA
2021-02-26,VVD,NA,0,NA
2021-02-27,50Plus,NA,0,NA
2021-02-27,CDA,NA,0,NA
2021-02-27,CU,NA,0,NA
2021-02-27,D66,NA,0,NA
2021-02-27,Denk,NA,0,NA
2021-02-27,FvD,NA,0,NA
2021-02-27,GL,NA,0,NA
2021-02-27,PvdA,NA,0,NA
2021-02-27,PvdD,NA,0,NA
2021-02-27,PVV,NA,0,NA
2021-02-27,SGP,NA,0,NA
2021-02-27,SP,NA,0,NA
2021-02-27,VVD,NA,0,NA
2021-01-25,50Plus,NA,0,NA
2021-01-25,CDA,NA,0,NA
2021-01-25,CU,NA,0,NA
2021-01-25,D66,WNL Goedemorgen Nederland,6,tv
2021-01-25,Denk,WNL Goedemorgen Nederland,1,tv
2021-01-25,FvD,NA,0,NA
2021-01-25,GL,NA,0,NA
2021-01-25,PvdA,NA,0,NA
2021-01-25,PvdD,WNL Goedemorgen Nederland,1,tv
2021-01-25,PVV,WNL Goedemorgen Nederland,2,tv
2021-01-25,SGP,NA,0,NA
2021-01-25,SP,NA,0,NA
2021-01-25,VVD,NA,0,NA
2021-01-26,50Plus,NA,0,NA
2021-01-26,CDA,WNL Goedemorgen Nederland,6,tv
2021-01-26,CU,WNL Goedemorgen Nederland,1,tv
2021-01-26,D66,NA,0,NA
2021-01-26,Denk,WNL Goedemorgen Nederland,1,tv
2021-01-26,FvD,WNL Goedemorgen Nederland,3,tv
2021-01-26,GL,WNL Goedemorgen Nederland,3,tv
2021-01-26,PvdA,NA,0,NA
2021-01-26,PvdD,WNL Goedemorgen Nederland,1,tv
2021-01-26,PVV,WNL Goedemorgen Nederland,3,tv
2021-01-26,SGP,NA,0,NA
2021-01-26,SP,NA,0,NA
2021-01-26,VVD,WNL Goedemorgen Nederland,2,tv
2021-01-27,50Plus,NA,0,NA
2021-01-27,CDA,WNL Goedemorgen Nederland,3,tv
2021-01-27,CU,WNL Goedemorgen Nederland,6,tv
2021-01-27,D66,NA,0,NA
2021-01-27,Denk,WNL Goedemorgen Nederland,1,tv
2021-01-27,FvD,NA,0,NA
2021-01-27,GL,NA,0,NA
2021-01-27,PvdA,NA,0,NA
2021-01-27,PvdD,WNL Goedemorgen Nederland,1,tv
2021-01-27,PVV,WNL Goedemorgen Nederland,1,tv
2021-01-27,SGP,NA,0,NA
2021-01-27,SP,NA,0,NA
2021-01-27,VVD,WNL Goedemorgen Nederland,3,tv
2021-01-28,50Plus,NA,0,NA
2021-01-28,CDA,WNL Goedemorgen Nederland,1,tv
2021-01-28,CU,NA,0,NA
2021-01-28,D66,NA,0,NA
2021-01-28,Denk,WNL Goedemorgen Nederland,1,tv
2021-01-28,FvD,NA,0,NA
2021-01-28,GL,NA,0,NA
2021-01-28,PvdA,WNL Goedemorgen Nederland,5,tv
2021-01-28,PvdD,WNL Goedemorgen Nederland,1,tv
