id,cat,subcat,mtype,date,publisher
2665852,actor,CDA,Newspapers,2021-01-02,De Telegraaf
2666075,actor,CDA,Newspapers,2021-01-02,Algemeen Dagblad
2666082,actor,CDA,Newspapers,2021-01-02,Algemeen Dagblad
2666182,actor,CDA,Newspapers,2021-01-02,De Volkskrant
2666183,actor,CDA,Newspapers,2021-01-02,De Volkskrant
2666220,actor,CDA,Newspapers,2021-01-02,De Volkskrant
2666229,actor,CDA,Newspapers,2021-01-02,De Volkskrant
2666303,actor,CDA,Newspapers,2021-01-02,Trouw
2666305,actor,CDA,Newspapers,2021-01-02,Trouw
2666427,actor,CDA,Newspapers,2021-01-02,NRC Handelsblad
2666428,actor,CDA,Newspapers,2021-01-02,NRC Handelsblad
2666534,actor,CDA,Newspapers,2021-01-02,NRC Handelsblad
2668132,actor,CDA,Newspapers,2021-01-04,Trouw
2668208,actor,CDA,Newspapers,2021-01-04,De Telegraaf
2668414,actor,CDA,Newspapers,2021-01-04,De Volkskrant
2670421,actor,CDA,Newspapers,2021-01-04,NRC Handelsblad
2670426,actor,CDA,Newspapers,2021-01-04,NRC Handelsblad
2670451,actor,CDA,Newspapers,2021-01-04,NRC Handelsblad
2670453,actor,CDA,Newspapers,2021-01-04,NRC Handelsblad
2670468,actor,CDA,Newspapers,2021-01-04,NRC Handelsblad
2670552,actor,CDA,Newspapers,2021-01-05,Trouw
2670564,actor,CDA,Newspapers,2021-01-05,De Telegraaf
2670573,actor,CDA,Newspapers,2021-01-05,De Telegraaf
2670844,actor,CDA,Newspapers,2021-01-05,De Volkskrant
2672161,actor,CDA,Newspapers,2021-01-05,NRC Handelsblad
2672176,actor,CDA,Newspapers,2021-01-05,NRC Handelsblad
2672177,actor,CDA,Newspapers,2021-01-05,NRC Handelsblad
2672178,actor,CDA,Newspapers,2021-01-05,NRC Handelsblad
2672187,actor,CDA,Newspapers,2021-01-05,NRC Handelsblad
2672222,actor,CDA,Newspapers,2021-01-05,NRC Handelsblad
2672234,actor,CDA,Newspapers,2021-01-06,Trouw
2672284,actor,CDA,Newspapers,2021-01-06,Trouw
2672321,actor,CDA,Newspapers,2021-01-06,De Telegraaf
2672469,actor,CDA,Newspapers,2021-01-06,De Telegraaf
2672480,actor,CDA,Newspapers,2021-01-06,De Telegraaf
2672580,actor,CDA,Newspapers,2021-01-06,De Volkskrant
2672602,actor,CDA,Newspapers,2021-01-06,De Volkskrant
2674848,actor,CDA,Newspapers,2021-01-06,NRC Handelsblad
2674849,actor,CDA,Newspapers,2021-01-06,NRC Handelsblad
2674850,actor,CDA,Newspapers,2021-01-06,NRC Handelsblad
2674859,actor,CDA,Newspapers,2021-01-06,NRC Handelsblad
2674919,actor,CDA,Newspapers,2021-01-06,NRC Handelsblad
2675574,actor,CDA,Newspapers,2021-01-07,De Telegraaf
2675693,actor,CDA,Newspapers,2021-01-07,De Telegraaf
2675700,actor,CDA,Newspapers,2021-01-07,De Telegraaf
2675754,actor,CDA,Newspapers,2021-01-07,Algemeen Dagblad
2675801,actor,CDA,Newspapers,2021-01-07,De Volkskrant
2676536,actor,CDA,Newspapers,2021-01-07,NRC Handelsblad
2676541,actor,CDA,Newspapers,2021-01-07,NRC Handelsblad
2676617,actor,CDA,Newspapers,2021-01-08,Trouw
2676618,actor,CDA,Newspapers,2021-01-08,Trouw
2676681,actor,CDA,Newspapers,2021-01-08,De Telegraaf
2676700,actor,CDA,Newspapers,2021-01-08,De Telegraaf
2676874,actor,CDA,Newspapers,2021-01-08,Algemeen Dagblad
2676969,actor,CDA,Newspapers,2021-01-08,De Volkskrant
2678619,actor,CDA,Newspapers,2021-01-08,NRC Handelsblad
2678682,actor,CDA,Newspapers,2021-01-08,NRC Handelsblad
2678684,actor,CDA,Newspapers,2021-01-08,NRC Handelsblad
2678700,actor,CDA,Newspapers,2021-01-09,De Telegraaf
2678705,actor,CDA,Newspapers,2021-01-09,De Telegraaf
2678715,actor,CDA,Newspapers,2021-01-09,De Telegraaf
2678716,actor,CDA,Newspapers,2021-01-09,De Telegraaf
2678740,actor,CDA,Newspapers,2021-01-09,De Telegraaf
2678858,actor,CDA,Newspapers,2021-01-09,De Telegraaf
2679278,actor,CDA,Newspapers,2021-01-09,NRC Handelsblad
2679285,actor,CDA,Newspapers,2021-01-09,NRC Handelsblad
2679286,actor,CDA,Newspapers,2021-01-09,NRC Handelsblad
2679296,actor,CDA,Newspapers,2021-01-09,NRC Handelsblad
2679297,actor,CDA,Newspapers,2021-01-09,NRC Handelsblad
2679314,actor,CDA,Newspapers,2021-01-09,NRC Handelsblad
2679315,actor,CDA,Newspapers,2021-01-09,NRC Handelsblad
2679321,actor,CDA,Newspapers,2021-01-09,NRC Handelsblad
2679324,actor,CDA,Newspapers,2021-01-09,NRC Handelsblad
2679408,actor,CDA,Newspapers,2021-01-09,NRC Handelsblad
2683476,actor,CDA,Newspapers,2021-01-11,De Telegraaf
2686874,actor,CDA,Newspapers,2021-01-11,NRC Handelsblad
2686880,actor,CDA,Newspapers,2021-01-11,NRC Handelsblad
2686889,actor,CDA,Newspapers,2021-01-11,NRC Handelsblad
2688263,actor,CDA,Newspapers,2021-01-12,De Telegraaf
2688278,actor,CDA,Newspapers,2021-01-12,De Telegraaf
2688396,actor,CDA,Newspapers,2021-01-12,De Telegraaf
2689529,actor,CDA,Newspapers,2021-01-12,NRC Handelsblad
2689536,actor,CDA,Newspapers,2021-01-12,NRC Handelsblad
2689539,actor,CDA,Newspapers,2021-01-12,NRC Handelsblad
2689544,actor,CDA,Newspapers,2021-01-12,NRC Handelsblad
2689563,actor,CDA,Newspapers,2021-01-12,NRC Handelsblad
2689591,actor,CDA,Newspapers,2021-01-12,NRC Handelsblad
2689626,actor,CDA,Newspapers,2021-01-13,De Telegraaf
2689629,actor,CDA,Newspapers,2021-01-13,De Telegraaf
2691451,actor,CDA,Newspapers,2021-01-13,NRC Handelsblad
2691456,actor,CDA,Newspapers,2021-01-13,NRC Handelsblad
2691459,actor,CDA,Newspapers,2021-01-13,NRC Handelsblad
2691464,actor,CDA,Newspapers,2021-01-13,NRC Handelsblad
2691466,actor,CDA,Newspapers,2021-01-13,NRC Handelsblad
2691532,actor,CDA,Newspapers,2021-01-14,De Telegraaf
2691543,actor,CDA,Newspapers,2021-01-14,De Telegraaf
2691552,actor,CDA,Newspapers,2021-01-14,De Telegraaf
2691556,actor,CDA,Newspapers,2021-01-14,De Telegraaf
2691674,actor,CDA,Newspapers,2021-01-14,De Telegraaf
2691686,actor,CDA,Newspapers,2021-01-14,De Telegraaf
2691689,actor,CDA,Newspapers,2021-01-14,De Telegraaf
2691979,actor,CDA,Newspapers,2021-01-14,NRC Handelsblad
2691984,actor,CDA,Newspapers,2021-01-14,NRC Handelsblad
2691990,actor,CDA,Newspapers,2021-01-14,NRC Handelsblad
2692000,actor,CDA,Newspapers,2021-01-14,NRC Handelsblad
2692085,actor,CDA,Newspapers,2021-01-15,De Telegraaf
2692087,actor,CDA,Newspapers,2021-01-15,De Telegraaf
2692091,actor,CDA,Newspapers,2021-01-15,De Telegraaf
2692105,actor,CDA,Newspapers,2021-01-15,De Telegraaf
2692130,actor,CDA,Newspapers,2021-01-15,De Telegraaf
2692151,actor,CDA,Newspapers,2021-01-15,De Telegraaf
2692152,actor,CDA,Newspapers,2021-01-15,De Telegraaf
2692156,actor,CDA,Newspapers,2021-01-15,De Telegraaf
2692252,actor,CDA,Newspapers,2021-01-15,De Telegraaf
2693418,actor,CDA,Newspapers,2021-01-15,NRC Handelsblad
2693430,actor,CDA,Newspapers,2021-01-15,NRC Handelsblad
2693432,actor,CDA,Newspapers,2021-01-15,NRC Handelsblad
2693434,actor,CDA,Newspapers,2021-01-15,NRC Handelsblad
2693435,actor,CDA,Newspapers,2021-01-15,NRC Handelsblad
2693441,actor,CDA,Newspapers,2021-01-15,NRC Handelsblad
2693447,actor,CDA,Newspapers,2021-01-15,NRC Handelsblad
2693454,actor,CDA,Newspapers,2021-01-15,NRC Handelsblad
2693504,actor,CDA,Newspapers,2021-01-15,NRC Handelsblad
2693514,actor,CDA,Newspapers,2021-01-16,De Telegraaf
2693518,actor,CDA,Newspapers,2021-01-16,De Telegraaf
2693523,actor,CDA,Newspapers,2021-01-16,De Telegraaf
2693526,actor,CDA,Newspapers,2021-01-16,De Telegraaf
2696590,actor,CDA,Newspapers,2021-01-16,NRC Handelsblad
2696598,actor,CDA,Newspapers,2021-01-16,NRC Handelsblad
2696599,actor,CDA,Newspapers,2021-01-16,NRC Handelsblad
2696639,actor,CDA,Newspapers,2021-01-16,NRC Handelsblad
2696714,actor,CDA,Newspapers,2021-01-16,NRC Handelsblad
2699325,actor,CDA,Newspapers,2021-01-18,De Telegraaf
2699332,actor,CDA,Newspapers,2021-01-18,De Telegraaf
2699333,actor,CDA,Newspapers,2021-01-18,De Telegraaf
2704194,actor,CDA,Newspapers,2021-01-18,NRC Handelsblad
2704198,actor,CDA,Newspapers,2021-01-18,NRC Handelsblad
2704204,actor,CDA,Newspapers,2021-01-18,NRC Handelsblad
2704213,actor,CDA,Newspapers,2021-01-18,NRC Handelsblad
2704277,actor,CDA,Newspapers,2021-01-19,De Telegraaf
2709045,actor,CDA,Newspapers,2021-01-19,De Telegraaf
2710333,actor,CDA,Newspapers,2021-01-19,NRC Handelsblad
2710335,actor,CDA,Newspapers,2021-01-19,NRC Handelsblad
2710343,actor,CDA,Newspapers,2021-01-19,NRC Handelsblad
2710428,actor,CDA,Newspapers,2021-01-20,De Telegraaf
2710440,actor,CDA,Newspapers,2021-01-20,De Telegraaf
2710444,actor,CDA,Newspapers,2021-01-20,De Telegraaf
2710588,actor,CDA,Newspapers,2021-01-20,De Telegraaf
2712966,actor,CDA,Newspapers,2021-01-20,NRC Handelsblad
2712968,actor,CDA,Newspapers,2021-01-20,NRC Handelsblad
2712986,actor,CDA,Newspapers,2021-01-20,NRC Handelsblad
2712990,actor,CDA,Newspapers,2021-01-20,NRC Handelsblad
2713055,actor,CDA,Newspapers,2021-01-21,De Telegraaf
2713089,actor,CDA,Newspapers,2021-01-21,De Telegraaf
2713193,actor,CDA,Newspapers,2021-01-21,De Telegraaf
2713433,actor,CDA,Newspapers,2021-01-09,De Volkskrant
2713434,actor,CDA,Newspapers,2021-01-09,De Volkskrant
2713449,actor,CDA,Newspapers,2021-01-09,De Volkskrant
2713472,actor,CDA,Newspapers,2021-01-09,De Volkskrant
2713476,actor,CDA,Newspapers,2021-01-09,De Volkskrant
2713520,actor,CDA,Newspapers,2021-01-09,De Volkskrant
2713553,actor,CDA,Newspapers,2021-01-11,De Volkskrant
2713572,actor,CDA,Newspapers,2021-01-11,De Volkskrant
2713585,actor,CDA,Newspapers,2021-01-11,De Volkskrant
2713595,actor,CDA,Newspapers,2021-01-11,De Volkskrant
2713645,actor,CDA,Newspapers,2021-01-12,De Volkskrant
2713707,actor,CDA,Newspapers,2021-01-13,De Volkskrant
2713728,actor,CDA,Newspapers,2021-01-13,De Volkskrant
2713769,actor,CDA,Newspapers,2021-01-14,De Volkskrant
2713797,actor,CDA,Newspapers,2021-01-14,De Volkskrant
2713812,actor,CDA,Newspapers,2021-01-14,De Volkskrant
2713814,actor,CDA,Newspapers,2021-01-14,De Volkskrant
2713859,actor,CDA,Newspapers,2021-01-15,De Volkskrant
2713860,actor,CDA,Newspapers,2021-01-15,De Volkskrant
2713878,actor,CDA,Newspapers,2021-01-15,De Volkskrant
2713889,actor,CDA,Newspapers,2021-01-15,De Volkskrant
2713890,actor,CDA,Newspapers,2021-01-15,De Volkskrant
2713932,actor,CDA,Newspapers,2021-01-16,De Volkskrant
2713984,actor,CDA,Newspapers,2021-01-16,De Volkskrant
2714004,actor,CDA,Newspapers,2021-01-16,De Volkskrant
2714038,actor,CDA,Newspapers,2021-01-16,De Volkskrant
2714066,actor,CDA,Newspapers,2021-01-18,De Volkskrant
2714071,actor,CDA,Newspapers,2021-01-18,De Volkskrant
2714083,actor,CDA,Newspapers,2021-01-18,De Volkskrant
2714099,actor,CDA,Newspapers,2021-01-18,De Volkskrant
2714150,actor,CDA,Newspapers,2021-01-19,De Volkskrant
2714182,actor,CDA,Newspapers,2021-01-19,De Volkskrant
2714185,actor,CDA,Newspapers,2021-01-19,De Volkskrant
2714208,actor,CDA,Newspapers,2021-01-20,De Volkskrant
2714211,actor,CDA,Newspapers,2021-01-20,De Volkskrant
2714221,actor,CDA,Newspapers,2021-01-20,De Volkskrant
2714231,actor,CDA,Newspapers,2021-01-20,De Volkskrant
2714296,actor,CDA,Newspapers,2021-01-21,De Volkskrant
2714302,actor,CDA,Newspapers,2021-01-21,De Volkskrant
2714423,actor,CDA,Newspapers,2021-01-09,Trouw
2714444,actor,CDA,Newspapers,2021-01-09,Trouw
2714477,actor,CDA,Newspapers,2021-01-11,Trouw
2714494,actor,CDA,Newspapers,2021-01-11,Trouw
2714501,actor,CDA,Newspapers,2021-01-11,Trouw
2714511,actor,CDA,Newspapers,2021-01-11,Trouw
2714530,actor,CDA,Newspapers,2021-01-11,Trouw
2714547,actor,CDA,Newspapers,2021-01-12,Trouw
2714597,actor,CDA,Newspapers,2021-01-12,Trouw
2714624,actor,CDA,Newspapers,2021-01-13,Trouw
2714637,actor,CDA,Newspapers,2021-01-13,Trouw
2714663,actor,CDA,Newspapers,2021-01-13,Trouw
2714667,actor,CDA,Newspapers,2021-01-13,Trouw
2714713,actor,CDA,Newspapers,2021-01-14,Trouw
2714746,actor,CDA,Newspapers,2021-01-14,Trouw
2714763,actor,CDA,Newspapers,2021-01-15,Trouw
2714773,actor,CDA,Newspapers,2021-01-15,Trouw
2714774,actor,CDA,Newspapers,2021-01-15,Trouw
2714784,actor,CDA,Newspapers,2021-01-15,Trouw
2714846,actor,CDA,Newspapers,2021-01-16,Trouw
2714854,actor,CDA,Newspapers,2021-01-16,Trouw
2714858,actor,CDA,Newspapers,2021-01-16,Trouw
2714911,actor,CDA,Newspapers,2021-01-16,Trouw
2714913,actor,CDA,Newspapers,2021-01-16,Trouw
2714942,actor,CDA,Newspapers,2021-01-16,Trouw
2714965,actor,CDA,Newspapers,2021-01-16,Trouw
2714981,actor,CDA,Newspapers,2021-01-18,Trouw
2714985,actor,CDA,Newspapers,2021-01-18,Trouw
2715045,actor,CDA,Newspapers,2021-01-19,Trouw
2715047,actor,CDA,Newspapers,2021-01-19,Trouw
2715115,actor,CDA,Newspapers,2021-01-20,Trouw
2715116,actor,CDA,Newspapers,2021-01-20,Trouw
2715117,actor,CDA,Newspapers,2021-01-20,Trouw
2715123,actor,CDA,Newspapers,2021-01-20,Trouw
2715158,actor,CDA,Newspapers,2021-01-20,Trouw
2715181,actor,CDA,Newspapers,2021-01-21,Trouw
2715243,actor,CDA,Newspapers,2021-01-21,Trouw
2715245,actor,CDA,Newspapers,2021-01-21,NRC Handelsblad
2715258,actor,CDA,Newspapers,2021-01-21,NRC Handelsblad
2715259,actor,CDA,Newspapers,2021-01-21,NRC Handelsblad
2715264,actor,CDA,Newspapers,2021-01-21,NRC Handelsblad
2715275,actor,CDA,Newspapers,2021-01-21,NRC Handelsblad
2715354,actor,CDA,Newspapers,2021-01-22,Trouw
2715364,actor,CDA,Newspapers,2021-01-22,Trouw
2715435,actor,CDA,Newspapers,2021-01-22,De Telegraaf
2715437,actor,CDA,Newspapers,2021-01-22,De Telegraaf
2715624,actor,CDA,Newspapers,2021-01-22,De Volkskrant
2715626,actor,CDA,Newspapers,2021-01-22,De Volkskrant
2715637,actor,CDA,Newspapers,2021-01-22,De Volkskrant
2715638,actor,CDA,Newspapers,2021-01-22,De Volkskrant
2715655,actor,CDA,Newspapers,2021-01-22,De Volkskrant
2715726,actor,CDA,Newspapers,2021-01-09,Algemeen Dagblad
2715735,actor,CDA,Newspapers,2021-01-09,Algemeen Dagblad
2715740,actor,CDA,Newspapers,2021-01-09,Algemeen Dagblad
2715837,actor,CDA,Newspapers,2021-01-11,Algemeen Dagblad
2715852,actor,CDA,Newspapers,2021-01-11,Algemeen Dagblad
2715903,actor,CDA,Newspapers,2021-01-12,Algemeen Dagblad
2715916,actor,CDA,Newspapers,2021-01-12,Algemeen Dagblad
2715948,actor,CDA,Newspapers,2021-01-12,Algemeen Dagblad
2715992,actor,CDA,Newspapers,2021-01-13,Algemeen Dagblad
2716076,actor,CDA,Newspapers,2021-01-14,Algemeen Dagblad
2716077,actor,CDA,Newspapers,2021-01-14,Algemeen Dagblad
2716103,actor,CDA,Newspapers,2021-01-14,Algemeen Dagblad
2716183,actor,CDA,Newspapers,2021-01-15,Algemeen Dagblad
2716250,actor,CDA,Newspapers,2021-01-16,Algemeen Dagblad
2716259,actor,CDA,Newspapers,2021-01-16,Algemeen Dagblad
2716261,actor,CDA,Newspapers,2021-01-16,Algemeen Dagblad
2716262,actor,CDA,Newspapers,2021-01-16,Algemeen Dagblad
2716263,actor,CDA,Newspapers,2021-01-16,Algemeen Dagblad
2716264,actor,CDA,Newspapers,2021-01-16,Algemeen Dagblad
2716266,actor,CDA,Newspapers,2021-01-16,Algemeen Dagblad
2716519,actor,CDA,Newspapers,2021-01-22,NRC Handelsblad
2716529,actor,CDA,Newspapers,2021-01-22,NRC Handelsblad
2716530,actor,CDA,Newspapers,2021-01-22,NRC Handelsblad
2716534,actor,CDA,Newspapers,2021-01-22,NRC Handelsblad
2716539,actor,CDA,Newspapers,2021-01-22,NRC Handelsblad
2716547,actor,CDA,Newspapers,2021-01-22,NRC Handelsblad
2716551,actor,CDA,Newspapers,2021-01-22,NRC Handelsblad
2716552,actor,CDA,Newspapers,2021-01-22,NRC Handelsblad
2716862,actor,CDA,Newspapers,2021-01-23,Algemeen Dagblad
2716899,actor,CDA,Newspapers,2021-01-23,Algemeen Dagblad
2716956,actor,CDA,Newspapers,2021-01-23,De Volkskrant
2716998,actor,CDA,Newspapers,2021-01-23,De Volkskrant
2717084,actor,CDA,Newspapers,2021-01-23,Trouw
2717091,actor,CDA,Newspapers,2021-01-23,Trouw
2717099,actor,CDA,Newspapers,2021-01-23,Trouw
2717146,actor,CDA,Newspapers,2021-01-23,Trouw
2721856,actor,CDA,Newspapers,2021-01-23,NRC Handelsblad
2721861,actor,CDA,Newspapers,2021-01-23,NRC Handelsblad
2721862,actor,CDA,Newspapers,2021-01-23,NRC Handelsblad
2721879,actor,CDA,Newspapers,2021-01-23,NRC Handelsblad
2721880,actor,CDA,Newspapers,2021-01-23,NRC Handelsblad
2721886,actor,CDA,Newspapers,2021-01-23,NRC Handelsblad
2721893,actor,CDA,Newspapers,2021-01-23,NRC Handelsblad
2721894,actor,CDA,Newspapers,2021-01-23,NRC Handelsblad
2721896,actor,CDA,Newspapers,2021-01-23,NRC Handelsblad
2721897,actor,CDA,Newspapers,2021-01-23,NRC Handelsblad
2721986,actor,CDA,Newspapers,2021-01-23,NRC Handelsblad
2727626,actor,CDA,Newspapers,2021-01-18,Algemeen Dagblad
2727637,actor,CDA,Newspapers,2021-01-18,Algemeen Dagblad
2727638,actor,CDA,Newspapers,2021-01-18,Algemeen Dagblad
2727709,actor,CDA,Newspapers,2021-01-19,Algemeen Dagblad
2727828,actor,CDA,Newspapers,2021-01-20,Algemeen Dagblad
2727831,actor,CDA,Newspapers,2021-01-20,Algemeen Dagblad
2728081,actor,CDA,Newspapers,2021-01-22,Algemeen Dagblad
2732111,actor,CDA,Newspapers,2021-01-25,Trouw
2732120,actor,CDA,Newspapers,2021-01-25,Trouw
2732147,actor,CDA,Newspapers,2021-01-25,Trouw
2732151,actor,CDA,Newspapers,2021-01-25,Trouw
2732180,actor,CDA,Newspapers,2021-01-25,De Telegraaf
2732300,actor,CDA,Newspapers,2021-01-25,Algemeen Dagblad
2732302,actor,CDA,Newspapers,2021-01-25,Algemeen Dagblad
2732310,actor,CDA,Newspapers,2021-01-25,Algemeen Dagblad
2732319,actor,CDA,Newspapers,2021-01-25,Algemeen Dagblad
2732366,actor,CDA,Newspapers,2021-01-25,De Volkskrant
2732383,actor,CDA,Newspapers,2021-01-25,De Volkskrant
2732394,actor,CDA,Newspapers,2021-01-25,De Volkskrant
2733494,actor,CDA,Newspapers,2021-01-25,NRC Handelsblad
2733499,actor,CDA,Newspapers,2021-01-25,NRC Handelsblad
2733749,actor,CDA,Newspapers,2021-01-26,Trouw
2733798,actor,CDA,Newspapers,2021-01-26,De Telegraaf
2733815,actor,CDA,Newspapers,2021-01-26,De Telegraaf
2733897,actor,CDA,Newspapers,2021-01-26,De Telegraaf
2733968,actor,CDA,Newspapers,2021-01-26,Algemeen Dagblad
2733978,actor,CDA,Newspapers,2021-01-26,Algemeen Dagblad
2733983,actor,CDA,Newspapers,2021-01-26,Algemeen Dagblad
2734060,actor,CDA,Newspapers,2021-01-26,De Volkskrant
2734067,actor,CDA,Newspapers,2021-01-26,De Volkskrant
2734088,actor,CDA,Newspapers,2021-01-26,De Volkskrant
2735978,actor,CDA,Newspapers,2021-01-26,De Telegraaf
2735995,actor,CDA,Newspapers,2021-01-26,De Telegraaf
2736077,actor,CDA,Newspapers,2021-01-26,De Telegraaf
2736141,actor,CDA,Newspapers,2021-01-26,NRC Handelsblad
2736156,actor,CDA,Newspapers,2021-01-26,NRC Handelsblad
2736158,actor,CDA,Newspapers,2021-01-26,NRC Handelsblad
2736206,actor,CDA,Newspapers,2021-01-26,NRC Handelsblad
2736233,actor,CDA,Newspapers,2021-01-27,De Telegraaf
2736239,actor,CDA,Newspapers,2021-01-27,De Telegraaf
2736240,actor,CDA,Newspapers,2021-01-27,De Telegraaf
2736244,actor,CDA,Newspapers,2021-01-27,De Telegraaf
2741091,actor,CDA,Newspapers,2021-01-27,NRC Handelsblad
2741094,actor,CDA,Newspapers,2021-01-27,NRC Handelsblad
2745803,actor,CDA,Newspapers,2021-01-28,NRC Handelsblad
2745807,actor,CDA,Newspapers,2021-01-28,NRC Handelsblad
2745811,actor,CDA,Newspapers,2021-01-28,NRC Handelsblad
2745814,actor,CDA,Newspapers,2021-01-28,NRC Handelsblad
2745817,actor,CDA,Newspapers,2021-01-28,NRC Handelsblad
2745819,actor,CDA,Newspapers,2021-01-28,NRC Handelsblad
2745824,actor,CDA,Newspapers,2021-01-28,NRC Handelsblad
2745828,actor,CDA,Newspapers,2021-01-28,NRC Handelsblad
2745878,actor,CDA,Newspapers,2021-01-28,NRC Handelsblad
2745882,actor,CDA,Newspapers,2021-01-28,NRC Handelsblad
2746464,actor,CDA,Newspapers,2021-01-29,De Telegraaf
2746466,actor,CDA,Newspapers,2021-01-29,De Telegraaf
2746512,actor,CDA,Newspapers,2021-01-29,De Telegraaf
2746594,actor,CDA,Newspapers,2021-01-29,De Telegraaf
2746612,actor,CDA,Newspapers,2021-01-29,De Telegraaf
2751691,actor,CDA,Newspapers,2021-01-29,NRC Handelsblad
2751703,actor,CDA,Newspapers,2021-01-29,NRC Handelsblad
2751708,actor,CDA,Newspapers,2021-01-29,NRC Handelsblad
2751722,actor,CDA,Newspapers,2021-01-29,NRC Handelsblad
2751775,actor,CDA,Newspapers,2021-01-29,NRC Handelsblad
2751789,actor,CDA,Newspapers,2021-01-30,De Telegraaf
2751794,actor,CDA,Newspapers,2021-01-30,De Telegraaf
2751981,actor,CDA,Newspapers,2021-01-30,NRC Handelsblad
2751989,actor,CDA,Newspapers,2021-01-30,NRC Handelsblad
2751992,actor,CDA,Newspapers,2021-01-30,NRC Handelsblad
2751995,actor,CDA,Newspapers,2021-01-30,NRC Handelsblad
2751997,actor,CDA,Newspapers,2021-01-30,NRC Handelsblad
2752142,actor,CDA,Newspapers,2021-02-01,De Telegraaf
2753860,actor,CDA,Newspapers,2021-02-01,NRC Handelsblad
2753868,actor,CDA,Newspapers,2021-02-01,NRC Handelsblad
2753897,actor,CDA,Newspapers,2021-02-01,NRC Handelsblad
2753965,actor,CDA,Newspapers,2021-02-02,De Telegraaf
2753967,actor,CDA,Newspapers,2021-02-02,De Telegraaf
2754009,actor,CDA,Newspapers,2021-02-02,De Telegraaf
2754083,actor,CDA,Newspapers,2021-02-02,De Telegraaf
2754092,actor,CDA,Newspapers,2021-02-02,De Telegraaf
2754108,actor,CDA,Newspapers,2021-02-02,De Telegraaf
2754112,actor,CDA,Newspapers,2021-02-02,NRC Handelsblad
2754116,actor,CDA,Newspapers,2021-02-02,NRC Handelsblad
2754119,actor,CDA,Newspapers,2021-02-02,NRC Handelsblad
2754127,actor,CDA,Newspapers,2021-02-02,NRC Handelsblad
2754180,actor,CDA,Newspapers,2021-02-02,NRC Handelsblad
2754182,actor,CDA,Newspapers,2021-02-02,NRC Handelsblad
2754200,actor,CDA,Newspapers,2021-02-03,De Telegraaf
2754209,actor,CDA,Newspapers,2021-02-03,De Telegraaf
2754216,actor,CDA,Newspapers,2021-02-03,De Telegraaf
2754263,actor,CDA,Newspapers,2021-02-03,De Telegraaf
2754268,actor,CDA,Newspapers,2021-02-03,De Telegraaf
2754362,actor,CDA,Newspapers,2021-02-03,De Telegraaf
2754382,actor,CDA,Newspapers,2021-01-27,Trouw
2754388,actor,CDA,Newspapers,2021-01-27,Trouw
2754478,actor,CDA,Newspapers,2021-01-27,De Volkskrant
2754481,actor,CDA,Newspapers,2021-01-27,De Volkskrant
2754483,actor,CDA,Newspapers,2021-01-27,De Volkskrant
2754493,actor,CDA,Newspapers,2021-01-27,De Volkskrant
2754524,actor,CDA,Newspapers,2021-01-27,De Volkskrant
2754546,actor,CDA,Newspapers,2021-01-28,De Volkskrant
2754607,actor,CDA,Newspapers,2021-01-28,Trouw
2754635,actor,CDA,Newspapers,2021-01-29,Trouw
2754697,actor,CDA,Newspapers,2021-01-27,Algemeen Dagblad
2754699,actor,CDA,Newspapers,2021-01-27,Algemeen Dagblad
2754823,actor,CDA,Newspapers,2021-01-29,De Volkskrant
2754841,actor,CDA,Newspapers,2021-01-29,De Volkskrant
2754889,actor,CDA,Newspapers,2021-01-29,Trouw
2754916,actor,CDA,Newspapers,2021-01-30,Trouw
2754966,actor,CDA,Newspapers,2021-01-30,Trouw
2754997,actor,CDA,Newspapers,2021-01-29,De Volkskrant
2755056,actor,CDA,Newspapers,2021-01-30,De Volkskrant
2755062,actor,CDA,Newspapers,2021-01-30,De Volkskrant
2755075,actor,CDA,Newspapers,2021-01-30,Trouw
2755083,actor,CDA,Newspapers,2021-01-30,Trouw
2755092,actor,CDA,Newspapers,2021-01-30,Trouw
2755129,actor,CDA,Newspapers,2021-02-01,Trouw
2755133,actor,CDA,Newspapers,2021-02-01,Trouw
2755137,actor,CDA,Newspapers,2021-02-01,Trouw
2755180,actor,CDA,Newspapers,2021-01-28,Algemeen Dagblad
2755245,actor,CDA,Newspapers,2021-01-29,Algemeen Dagblad
2755259,actor,CDA,Newspapers,2021-01-29,Algemeen Dagblad
2755267,actor,CDA,Newspapers,2021-01-29,Algemeen Dagblad
2755337,actor,CDA,Newspapers,2021-02-01,De Volkskrant
2755344,actor,CDA,Newspapers,2021-02-01,De Volkskrant
2755347,actor,CDA,Newspapers,2021-02-01,De Volkskrant
2755412,actor,CDA,Newspapers,2021-02-02,De Volkskrant
2755427,actor,CDA,Newspapers,2021-02-02,De Volkskrant
2755428,actor,CDA,Newspapers,2021-02-02,De Volkskrant
2755472,actor,CDA,Newspapers,2021-02-02,De Volkskrant
2755479,actor,CDA,Newspapers,2021-02-03,De Volkskrant
2755491,actor,CDA,Newspapers,2021-02-03,De Volkskrant
2755563,actor,CDA,Newspapers,2021-01-29,Algemeen Dagblad
2755570,actor,CDA,Newspapers,2021-01-29,Algemeen Dagblad
2755617,actor,CDA,Newspapers,2021-01-30,Algemeen Dagblad
2755618,actor,CDA,Newspapers,2021-01-30,Algemeen Dagblad
2755626,actor,CDA,Newspapers,2021-01-30,Algemeen Dagblad
